field_id,period_start,delta_overlap,extended_overlap,k,native_overlap,other_model
12,2015,-0.001742313323572474,0.271303074670571,25,0.2730453879941435,specter2
12,2015,-0.002489019033674963,0.3028404099560762,50,0.3053294289897511,specter2
12,2015,0.0042459736456808206,0.24732796486090777,10,0.24308199121522692,scincl
12,2015,0.002005856515373353,0.283792093704246,25,0.2817862371888727,scincl
12,2015,0.0008272327964860905,0.3203367496339678,50,0.31950951683748174,scincl
12,2015,0.019619326500732066,0.1580161054172767,10,0.13839677891654467,scibert
12,2015,0.020775988286969253,0.1954172767203514,25,0.17464128843338217,scibert
12,2015,0.02089311859443631,0.23290629575402633,50,0.21201317715959006,scibert
12,2015,0.027379209370424595,0.21284773060029283,10,0.18546852122986823,bert
12,2015,0.03007320644216691,0.25636896046852126,25,0.22629575402635432,bert
12,2015,0.029421669106881404,0.2932137628111274,50,0.263792093704246,bert
12,2015,-0.005490483162518302,0.43243045387994145,10,0.43792093704245977,mpnet
12,2015,-0.007979502196193264,0.47045387994143484,25,0.4784333821376281,mpnet
12,2015,-0.008411420204978039,0.5001390922401172,50,0.5085505124450952,mpnet
12,2015,-0.22598828696925333,0.7740117130307468,10,1.0,minilm
12,2015,-0.20765739385065884,0.792342606149341,25,1.0,minilm
12,2015,-0.1897730600292826,0.8102269399707174,50,1.0,minilm
12,2015,0.022071742313323574,0.14677891654465594,10,0.12470717423133237,pubmedbert
12,2015,0.02519765739385066,0.18647144948755492,25,0.16127379209370427,pubmedbert
12,2015,0.026017569546120056,0.22195461200585656,50,0.19593704245973645,pubmedbert
12,2015,0.023828696925329428,0.16511713030746705,10,0.14128843338213762,biobert
12,2015,0.025505124450951686,0.20472913616398244,25,0.17922401171303073,biobert
12,2015,0.025483162518301614,0.2400146412884334,50,0.2145314787701318,biobert
12,2015,0.018081991215226936,0.22324304538799417,10,0.2051610541727672,simcse
12,2015,0.017906295754026354,0.2613323572474378,25,0.2434260614934114,simcse
12,2015,0.017650073206442168,0.2991068814055637,50,0.28145680819912156,simcse
12,2020,0.004112426035502958,0.23828402366863907,10,0.2341715976331361,specter
12,2020,0.003479289940828402,0.28261538461538466,25,0.27913609467455625,specter
12,2020,0.0035207100591715976,0.31895857988165677,50,0.31543786982248523,specter
12,2020,-0.0028402366863905324,0.2606508875739645,10,0.26349112426035504,specter2
12,2020,-0.005017751479289941,0.2972189349112426,25,0.3022366863905325,specter2
12,2020,-0.004242603550295858,0.3329171597633136,50,0.3371597633136094,specter2
12,2020,0.0007396449704142011,0.272396449704142,10,0.2716568047337278,scincl
12,2020,0.0015976331360946744,0.31395266272189354,25,0.3123550295857988,scincl
12,2020,0.002337278106508876,0.35125443786982247,50,0.34891715976331367,scincl
12,2020,0.021597633136094675,0.17863905325443785,10,0.1570414201183432,scibert
12,2020,0.024307692307692308,0.21984615384615386,25,0.19553846153846155,scibert
12,2020,0.025343195266272194,0.26242603550295857,50,0.2370828402366864,scibert
12,2020,0.026923076923076925,0.23109467455621305,10,0.2041715976331361,bert
12,2020,0.030520710059171598,0.2788284023668639,25,0.24830769230769234,bert
12,2020,0.03175739644970414,0.31973372781065085,50,0.28797633136094675,bert
12,2020,-0.007307692307692307,0.448905325443787,10,0.45621301775147927,mpnet
12,2020,-0.007964497041420118,0.48829585798816577,25,0.4962603550295858,mpnet
12,2020,-0.009479289940828401,0.5212603550295858,50,0.5307396449704143,mpnet
12,2020,-0.24579881656804733,0.7542011834319527,10,1.0,minilm
12,2020,-0.21992899408284028,0.7800710059171597,25,1.0,minilm
12,2020,-0.2014792899408284,0.7985207100591716,50,1.0,minilm
12,2020,0.022721893491124256,0.16538461538461538,10,0.14266272189349113,pubmedbert
12,2020,0.024402366863905327,0.20552662721893494,25,0.1811242603550296,pubmedbert
12,2020,0.027899408284023673,0.24657988165680475,50,0.2186804733727811,pubmedbert
12,2020,0.022662721893491125,0.18082840236686393,10,0.15816568047337282,biobert
12,2020,0.024035502958579886,0.2238934911242604,25,0.1998579881656805,biobert
12,2020,0.02684615384615385,0.26585798816568046,50,0.23901183431952666,biobert
12,2020,0.016242603550295855,0.2409171597633136,10,0.22467455621301777,simcse
12,2020,0.019964497041420115,0.2858934911242604,25,0.26592899408284026,simcse
12,2020,0.02001775147928994,0.32644970414201185,50,0.3064319526627219,simcse
13,2000,0.006170135085797736,0.37692588535962035,10,0.37075575027382257,specter
