field_id,metric,model,input_condition,effect26k,effect52k,difference,sign_changed
13,cka,scincl,abstract,0.3511611880923858,0.3456259694796217,-0.00553521861276407,False
13,cka,scibert,title,-0.148608557243104,-0.15222292693834477,-0.00361436969524076,False
13,cka,scibert,abstract,0.36456524175704236,0.35697327505630766,-0.007591966700734698,False
13,cka,bert,title,0.04554258932430827,0.045154137377360015,-0.0003884519469482539,False
13,cka,bert,abstract,0.3890017001352472,0.3816672432503156,-0.007334456884931617,False
13,cka,mpnet,title,0.19338569159644836,0.18371709503015127,-0.009668596566297094,False
13,cka,mpnet,abstract,0.3675010391671989,0.3596248542435863,-0.007876184923612584,False
13,cka,minilm,title,0.15408093663122674,0.1441386572346509,-0.009942279396575826,False
13,cka,minilm,abstract,0.36958564316464143,0.3629732917079945,-0.006612351456646903,False
13,cka,pubmedbert,title,-0.0639022389351715,-0.06663325684194144,-0.002731017906769939,False
13,cka,pubmedbert,abstract,0.3953185159117782,0.38454534217832426,-0.010773173733453933,False
13,cka,biobert,title,-0.23898067099608733,-0.25004965965982495,-0.011068988663737622,False
13,cka,biobert,abstract,0.3539354258638171,0.34493374619728323,-0.009001679666533868,False
13,cka,simcse,title,-0.017224714800342378,-0.027301010724371244,-0.010076295924028866,False
13,cka,simcse,abstract,0.43426679008190416,0.42743967286174095,-0.006827117220163215,False
13,rsa,specter,title,0.28266218395081943,0.27470413205176136,-0.007958051899058072,False
13,rsa,specter,abstract,0.4488926899083996,0.44195241896138127,-0.006940270947018323,False
13,rsa,specter2,title,0.3356612840874842,0.3316527517454625,-0.004008532342021698,False
13,rsa,specter2,abstract,0.5119549742707242,0.5105111334751108,-0.001443840795613438,False
13,rsa,scincl,title,0.2968943081952316,0.3120644848851619,0.015170176689930315,False
13,rsa,scincl,abstract,0.4680172650390449,0.47608153364070394,0.008064268601659041,False
13,rsa,scibert,title,-0.19507993120869904,-0.2063413229645213,-0.011261391755822248,False
13,rsa,scibert,abstract,0.42833009565232505,0.43534420111669464,0.007014105464369591,False
13,rsa,bert,title,0.09154423693419389,0.09685925043848115,0.005315013504287258,False
13,rsa,bert,abstract,0.4187506325787057,0.4176066996453511,-0.00114393293335463,False
13,rsa,mpnet,title,0.24210829819144258,0.2477736921717687,0.005665393980326117,False
13,rsa,mpnet,abstract,0.42711354573445276,0.4306104198128604,0.0034968740784076524,False
13,rsa,minilm,title,0.19222922756640665,0.19697881594494993,0.004749588378543279,False
13,rsa,minilm,abstract,0.4109375248246773,0.41435631763389147,0.003418792809214144,False
13,rsa,pubmedbert,title,-0.09635412437555235,-0.10319667814749489,-0.006842553771942539,False
13,rsa,pubmedbert,abstract,0.44861987682938176,0.4441850730864694,-0.0044348037429123854,False
13,rsa,biobert,title,-0.13966688118249926,-0.14645626750214008,-0.006789386319640822,False
13,rsa,biobert,abstract,0.4197487701625344,0.4206093498660212,0.0008605797034867968,False
13,rsa,simcse,title,0.06456637010641542,0.0578499289692912,-0.006716441137124218,False
13,rsa,simcse,abstract,0.5200580824346454,0.5151718576695956,-0.00488622476504974,False
13,neighbors25,specter,title,0.1397733333333332,0.11511777777777776,-0.02465555555555543,False
13,neighbors25,specter,abstract,0.38717333333333326,0.3848377777777777,-0.002335555555555535,False
13,neighbors25,specter2,title,0.1618222222222221,0.14385777777777786,-0.017964444444444227,False
13,neighbors25,specter2,abstract,0.42786222222222214,0.43013777777777795,0.0022755555555558082,False
13,neighbors25,scincl,title,0.16834666666666664,0.15631111111111118,-0.012035555555555466,False
13,neighbors25,scincl,abstract,0.44134666666666666,0.4489911111111111,0.007644444444444454,False
